,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
20956,3401,2797,4,967433108,M,35,7,76109,Big (1988),Comedy|Fantasy
533412,3187,541,5,968677207,M,35,12,32935,Blade Runner (1982),Film-Noir|Sci-Fi
528013,4210,2011,3,965320243,M,25,17,85710,Back to the Future Part II (1989),Comedy|Sci-Fi
610750,5355,2433,4,960594563,M,56,0,78232,"Civil Action, A (1998)",Drama
207038,2096,2617,4,974653309,F,25,17,33990,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
513362,3371,2003,2,1020107102,M,25,2,55405,Gremlins (1984),Comedy|Horror
438601,1451,2640,5,974767129,M,35,20,90012,Superman (1978),Action|Adventure|Sci-Fi
276626,5722,2159,4,977248394,M,25,20,48103,Henry: Portrait of a Serial Killer (1990),Crime|Horror
755651,4070,303,2,965453847,M,25,15,93107,"Quick and the Dead, The (1995)",Action|Adventure|Western
457951,3363,3466,4,978225835,F,35,9,04046,Heart and Souls (1993),Comedy|Fantasy
206371,2641,3168,5,973569300,M,25,6,19428,Easy Rider (1969),Adventure|Drama
289805,3265,1729,2,968262976,M,25,15,53704,Jackie Brown (1997),Crime|Drama
659145,3602,1344,4,967006517,M,25,12,55443,Cape Fear (1962),Film-Noir|Thriller
607427,5488,500,2,959820527,M,25,15,91125,Mrs. Doubtfire (1993),Comedy
426957,1448,1257,4,977257481,F,25,3,17522,Better Off Dead... (1985),Comedy
287818,6014,908,5,956779500,M,45,1,80634,North by Northwest (1959),Drama|Thriller
911998,220,3882,2,976836862,M,25,12,22903,Bring It On (2000),Comedy
761879,2484,157,2,974145815,M,45,5,31901,Canadian Bacon (1994),Comedy|War
833266,5070,2379,1,963747015,M,25,2,55344,Police Academy 2: Their First Assignment (1985),Comedy
543959,5294,2393,3,961040580,M,25,2,60626,Star Trek: Insurrection (1998),Action|Sci-Fi
736593,5458,674,3,967880600,F,18,2,98102,Barbarella (1968),Adventure|Sci-Fi
746233,4882,2917,4,962755391,M,45,11,03301,Body Heat (1981),Crime|Thriller
675675,663,1562,3,975652891,F,25,7,12345,Batman & Robin (1997),Action|Adventure|Crime
175146,5158,318,5,961939612,F,18,4,44509,"Shawshank Redemption, The (1994)",Drama
118302,3778,480,2,966033980,M,25,0,61832,Jurassic Park (1993),Action|Adventure|Sci-Fi
193742,5082,1291,3,962408635,M,35,1,23185,Indiana Jones and the Last Crusade (1989),Action|Adventure
435348,5728,2136,3,958470795,F,35,20,09824,"Nutty Professor, The (1963)",Comedy
813947,1579,3821,3,1006588257,M,25,0,60201,Nutty Professor II: The Klumps (2000),Comedy
965803,5561,3077,1,959374557,F,25,3,74075,42 Up (1998),Documentary
944856,5636,3029,3,959052420,M,25,7,98102,Nighthawks (1981),Action|Drama
129931,3299,1196,5,968036678,F,25,4,19119,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
573084,1939,3362,3,974695876,F,35,2,94930,Dog Day Afternoon (1975),Comedy|Crime|Drama
955847,2757,2769,1,980187520,M,25,2,10023,"Yards, The (1999)",Crime|Mystery
68675,1219,2916,4,979518571,M,25,7,12206,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
356318,777,1682,3,975441321,M,18,19,87543,"Truman Show, The (1998)",Drama
581962,2453,1479,3,974187328,M,25,7,55429,"Saint, The (1997)",Action|Romance|Thriller
603846,2456,1608,3,974180195,M,25,5,48103,Air Force One (1997),Action|Thriller
644316,1767,1077,4,975387208,M,25,20,75205,Sleeper (1973),Comedy|Sci-Fi
157514,2812,380,3,972699754,M,25,17,60607,True Lies (1994),Action|Adventure|Comedy|Romance
9361,1960,2804,5,974687901,M,45,7,55555,"Christmas Story, A (1983)",Comedy|Drama
757015,5005,2301,5,962591839,M,45,16,92807,History of the World: Part I (1981),Comedy
249460,5070,3006,4,962466892,M,25,2,55344,"Insider, The (1999)",Drama
728216,3301,1222,4,968034754,F,25,2,85719,Full Metal Jacket (1987),Action|Drama|War
999963,5878,874,1,1043783442,F,25,0,60640,Killer: A Journal of Murder (1995),Crime|Drama
375038,2603,3252,5,973779758,M,25,17,19126,Scent of a Woman (1992),Drama
516366,2830,969,4,972592894,M,35,7,94506,"African Queen, The (1951)",Action|Adventure|Romance|War
955088,2453,1415,4,974189583,M,25,7,55429,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
889502,733,3067,5,975482657,M,35,16,30034,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama
202596,1490,1379,3,974770666,M,50,7,90505,Young Guns II (1990),Action|Comedy|Western
465223,2665,2094,1,974232684,M,35,11,98443,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
200793,888,733,5,975256658,F,1,10,08820,"Rock, The (1996)",Action|Adventure|Thriller
614226,3587,553,5,966668986,M,35,3,93611,Tombstone (1993),Western
832763,1776,2796,4,974711014,M,25,0,45801,Funny Farm (1988),Comedy
249061,2077,3006,5,979970832,M,18,0,55112,"Insider, The (1999)",Drama
703153,4203,1717,3,965323819,M,25,18,58270,Scream 2 (1997),Horror|Thriller
622995,1837,2722,2,976025731,M,25,2,08817,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
649552,549,1748,5,976071656,M,25,6,53217,Dark City (1998),Film-Noir|Sci-Fi|Thriller
297616,4117,1089,5,965622551,M,18,4,43551,Reservoir Dogs (1992),Crime|Thriller
693563,2605,1340,3,973747877,M,35,7,75013,Bride of Frankenstein (1935),Horror
620119,2098,2701,1,974655049,M,35,20,48067,Wild Wild West (1999),Action|Sci-Fi|Western
160740,2581,457,5,973889121,M,25,11,60611,"Fugitive, The (1993)",Action|Thriller
767290,2645,3441,3,973560760,M,25,7,60657,Red Dawn (1984),Action|War
5511,4648,2355,3,963958736,M,18,4,73071,"Bug's Life, A (1998)",Animation|Children's|Comedy
579411,1628,10,3,974718893,M,18,20,90028,GoldenEye (1995),Action|Adventure|Thriller
661801,2180,2085,3,974611308,M,25,12,27713-9225,101 Dalmatians (1961),Animation|Children's
422634,5172,2124,4,983729985,F,35,11,05602,"Addams Family, The (1991)",Comedy
291503,3847,2890,4,965884152,M,25,7,12801,Three Kings (1999),Drama|War
336500,1998,3685,3,976023764,F,50,9,24018,Prizzi's Honor (1985),Comedy|Drama|Romance
673851,149,2348,4,981498689,M,25,1,29205,Sid and Nancy (1986),Drama
304423,2966,2395,4,971121198,F,25,4,48104,Rushmore (1998),Comedy
82390,1015,3035,4,975017858,M,35,3,11220,Mister Roberts (1955),Comedy|Drama|War
988521,329,2799,1,977871732,M,35,7,02115,Problem Child 2 (1991),Comedy
43221,4673,1,4,963762065,M,35,16,94705,Toy Story (1995),Animation|Children's|Comedy
376637,6037,111,5,956709629,F,45,1,76006,Taxi Driver (1976),Drama|Thriller
70843,242,1210,2,976750197,F,18,4,53706,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
915131,430,848,1,976250976,F,18,10,55306,"Spitfire Grill, The (1996)",Drama
762229,4053,1920,3,965494589,M,25,18,36264,Small Soldiers (1998),Animation|Children's|Fantasy|War
954914,1701,3125,2,1009698639,F,25,4,97233,"End of the Affair, The (1999)",Drama
73869,3450,1792,3,967245895,M,25,5,78251,U.S. Marshalls (1998),Action|Thriller
559139,5550,3448,4,959472447,M,35,15,48187,"Good Morning, Vietnam (1987)",Comedy|Drama|War
793983,5074,3364,4,962435666,M,1,0,20132,"Asphalt Jungle, The (1950)",Crime|Film-Noir
864140,3603,2110,3,966621147,F,35,7,78704,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
155541,4425,165,4,965110110,M,35,7,98607,Die Hard: With a Vengeance (1995),Action|Thriller
701917,1884,2004,3,975735988,M,45,20,93108,Gremlins 2: The New Batch (1990),Comedy|Horror
971021,163,1475,1,977322823,M,18,4,85013,Kama Sutra: A Tale of Love (1996),Romance
840993,1896,965,4,974692258,M,56,13,92115,"39 Steps, The (1935)",Thriller
652804,2496,2989,3,974175694,M,50,1,37932,For Your Eyes Only (1981),Action
269559,1758,2721,4,974789144,F,25,0,33067-1400,Trick (1999),Romance
420259,2266,3358,5,974579528,F,50,2,48118,Defending Your Life (1991),Comedy|Romance
360234,2531,1693,4,974053093,F,45,7,52003,Amistad (1997),Drama
566785,4450,788,3,965087315,M,25,15,60611,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
578650,169,3479,3,977210454,M,25,7,55439,Ladyhawke (1985),Adventure|Fantasy|Romance
626228,1706,1179,5,974707646,M,25,20,19134,"Grifters, The (1990)",Crime|Drama|Film-Noir
771530,4626,1298,3,964117957,M,25,14,97219,Pink Floyd - The Wall (1982),Drama|Musical|War
72635,4010,1210,3,965544150,M,25,14,94533,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
221940,4312,3527,4,965257948,M,25,18,78757,Predator (1987),Action|Sci-Fi|Thriller
357883,3118,3213,4,969404285,M,25,0,77025,Batman: Mask of the Phantasm (1993),Animation|Children's
485330,5185,924,3,963068291,F,35,4,44485,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
579702,3681,10,4,966535113,M,25,7,29662,GoldenEye (1995),Action|Adventure|Thriller
215624,5555,1214,5,959448333,M,1,10,37830,Alien (1979),Action|Horror|Sci-Fi|Thriller
879772,4391,19,1,965159932,F,18,4,43402,Ace Ventura: When Nature Calls (1995),Comedy
792374,3792,1593,3,980451729,M,25,6,68108,Picture Perfect (1997),Comedy|Romance
96274,480,110,4,976217670,F,18,4,55422,Braveheart (1995),Action|Drama|War
332394,5153,3524,3,961972364,M,25,7,60046,Arthur (1981),Comedy|Romance
712588,5111,678,5,962424732,M,35,2,78006,Some Folks Call It a Sling Blade (1993),Drama|Thriller
248839,671,3006,4,975628345,M,18,4,61761,"Insider, The (1999)",Drama
922237,5504,1707,1,959738838,M,45,7,85287-2702,Home Alone 3 (1997),Children's|Comedy
967928,839,3598,4,990848848,M,25,0,98103,Hamlet (2000),Drama
873563,4055,575,1,965492408,M,50,0,98826,"Little Rascals, The (1994)",Children's|Comedy
880501,1676,2827,3,974708939,M,18,4,91301,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
173309,148,318,5,977352608,M,50,17,57747,"Shawshank Redemption, The (1994)",Drama
171025,1322,1784,4,974777635,M,56,0,94043,As Good As It Gets (1997),Comedy|Drama
635200,3885,3638,1,965810713,M,25,12,92728,Moonraker (1979),Action|Romance|Sci-Fi
168745,3896,780,3,965781851,M,35,0,60914,Independence Day (ID4) (1996),Action|Sci-Fi|War
273174,4995,2580,5,962592674,M,50,20,55419,Go (1999),Crime
259410,2106,2716,1,975439895,F,18,20,495321,Ghostbusters (1984),Comedy|Horror
736711,3610,2726,1,977888815,M,18,6,30064,"Killing, The (1956)",Crime|Film-Noir
272568,149,2580,5,977327162,M,25,1,29205,Go (1999),Crime
136155,573,593,5,975994345,F,35,2,98119,"Silence of the Lambs, The (1991)",Drama|Thriller
224475,1390,1240,4,991715825,M,35,16,99352,"Terminator, The (1984)",Action|Sci-Fi|Thriller
993658,1603,1758,5,974731820,F,25,0,13326,Dangerous Beauty (1998),Drama
960959,2557,1111,3,973990341,F,18,19,02452,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
985949,1733,1484,3,990676415,M,18,14,43725,"Daytrippers, The (1996)",Mystery
628952,372,1779,5,976547234,F,18,4,72227,Sphere (1998),Adventure|Sci-Fi|Thriller
838586,181,3060,2,977088844,M,18,17,33186,"Commitments, The (1991)",Comedy|Drama
304038,1137,2395,2,975363193,M,18,4,13165,Rushmore (1998),Comedy
987311,3843,250,1,965910058,F,1,10,32043,Heavyweights (1994),Children's|Comedy
223107,5968,1201,5,956963858,M,56,7,98103,"Good, The Bad and The Ugly, The (1966)",Action|Western
789750,44,2459,1,978041318,M,45,17,98052,"Texas Chainsaw Massacre, The (1974)",Horror
201966,255,1378,4,976683568,M,35,0,85310,Young Guns (1988),Action|Comedy|Western
656472,2724,2573,3,973271309,F,45,2,27514,Tango (1998),Drama
976893,4964,2970,5,962619452,M,35,0,94110,Fitzcarraldo (1982),Adventure|Drama
822105,1220,1017,3,974926149,M,1,10,48073,Swiss Family Robinson (1960),Adventure|Children's
396540,2309,3510,4,974488754,F,45,0,08901,Frequency (2000),Drama|Thriller
491330,2180,1023,5,974611276,M,25,12,27713-9225,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
930385,2537,2036,1,974053377,M,35,11,37620,Blank Check (1994),Children's|Comedy
4030,5247,3408,2,961373669,F,1,10,01915,Erin Brockovich (2000),Drama
221396,1780,3527,4,974703032,M,35,1,22181,Predator (1987),Action|Sci-Fi|Thriller
899991,5627,448,3,959044579,M,25,0,07040,Fearless (1993),Drama
722850,3787,2413,4,966020237,F,25,0,94703,Clue (1985),Comedy|Mystery
635470,17,30,5,978159142,M,50,1,95350,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
187581,4508,2735,1,964982469,M,25,20,15701,"Golden Child, The (1986)",Action|Adventure|Comedy
756437,5600,2144,5,959463499,F,45,0,12833-2000,Sixteen Candles (1984),Comedy
699878,1647,1994,3,974803701,M,18,18,98118,Poltergeist (1982),Horror|Thriller
846842,3193,1603,4,968645871,M,25,0,92019,Mimic (1997),Sci-Fi|Thriller
46161,2636,2692,4,973578104,M,18,12,78750,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
976534,2438,1132,4,987127748,M,35,1,22903,Manon of the Spring (Manon des sources) (1986),Drama
185866,5321,1394,5,960861568,M,25,4,02457,Raising Arizona (1987),Comedy
967398,4448,3858,3,1029430860,M,25,14,06880,Cecil B. Demented (2000),Comedy
272687,1133,2580,4,974969619,M,18,2,90038,Go (1999),Crime
775845,1050,852,4,974963954,M,25,1,97302,Tin Cup (1996),Comedy|Romance
241976,3069,296,5,970358956,M,18,4,97470,Pulp Fiction (1994),Crime|Drama
557580,4439,2710,5,965096010,M,35,6,37664,"Blair Witch Project, The (1999)",Horror
977035,1297,2271,3,974789609,M,25,7,92109,Permanent Midnight (1998),Drama
806586,874,2208,4,1009754550,M,45,15,26105,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
750379,1422,3763,3,976138271,M,35,17,55934,F/X (1986),Action|Crime|Thriller
848462,4285,1616,4,965283009,M,35,0,62704,"Peacemaker, The (1997)",Action|Thriller|War
476914,145,1377,2,977345244,M,18,4,19081,Batman Returns (1992),Action|Adventure|Comedy|Crime
583425,949,3745,4,975141261,M,50,17,96753,Titan A.E. (2000),Adventure|Animation|Sci-Fi
596796,1022,2724,3,975006797,M,25,3,00918,Runaway Bride (1999),Comedy|Romance
189305,3415,1079,5,967519195,M,35,7,80129,"Fish Called Wanda, A (1988)",Comedy
888153,6035,1280,4,956711804,F,25,1,78734,Raise the Red Lantern (1991),Drama
904794,1465,1228,4,974763512,M,50,16,93003,Raging Bull (1980),Drama
992680,4849,2733,3,963421628,F,18,4,44515,Vibes (1988),Adventure|Comedy
476172,2181,1376,4,974666783,M,25,0,45245,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
64447,5512,648,4,959714357,F,25,17,01701,Mission: Impossible (1996),Action|Adventure|Mystery
233912,924,215,4,975201251,M,50,17,98642,Before Sunrise (1995),Drama|Romance
99479,1086,2490,4,975009602,M,18,4,98225,Payback (1999),Action|Thriller
679268,3491,616,5,967068507,M,25,16,28542,"Aristocats, The (1970)",Animation|Children's
558668,3129,3448,4,969290930,M,25,7,21117,"Good Morning, Vietnam (1987)",Comedy|Drama|War
215331,4543,1214,4,964756867,M,25,2,11105,Alien (1979),Action|Horror|Sci-Fi|Thriller
294388,218,1513,4,976842626,M,35,14,95822,Romy and Michele's High School Reunion (1997),Comedy
936321,5517,2927,5,959701187,M,56,0,80210,Brief Encounter (1946),Drama|Romance
389001,4312,1673,5,965260365,M,25,18,78757,Boogie Nights (1997),Drama
881158,5722,410,4,958509491,M,25,20,48103,Addams Family Values (1993),Comedy
889687,4593,3067,3,964241221,F,45,1,43202,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama
360568,1333,151,5,974851306,M,25,17,06460,Rob Roy (1995),Drama|Romance|War
565305,5166,342,5,961902876,M,50,6,42420,Muriel's Wedding (1994),Comedy|Romance
397989,2866,1777,3,973603448,M,25,7,53717,"Wedding Singer, The (1998)",Comedy|Romance
938911,5558,1595,1,959391776,M,1,10,02446,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
190064,411,2997,5,976288247,F,45,1,43214,Being John Malkovich (1999),Comedy
424539,1892,1252,4,974691981,M,25,20,90066,Chinatown (1974),Film-Noir|Mystery|Thriller
535727,3929,2453,3,965709969,M,25,5,80227,"Boy Who Could Fly, The (1986)",Drama|Fantasy
768314,235,2146,3,977099844,M,25,0,98153,St. Elmo's Fire (1985),Drama|Romance
232863,5627,866,3,959042803,M,25,0,07040,Bound (1996),Crime|Drama|Romance|Thriller
300678,5,1732,5,978245740,M,25,20,55455,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
443435,2153,1271,3,974628394,M,18,16,97405,Fried Green Tomatoes (1991),Drama
622615,3290,2720,1,968093150,M,25,14,90292,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
501795,5763,953,5,959534912,F,25,1,08904,It's a Wonderful Life (1946),Drama
605770,2810,2840,1,972794576,F,1,10,64093,Stigmata (1999),Thriller
960823,4312,3392,1,966462318,M,25,18,78757,She-Devil (1989),Comedy
356374,1124,1682,4,974910143,M,25,2,60156,"Truman Show, The (1998)",Drama
721507,4007,1037,2,965547908,M,35,12,88005,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
165415,2186,3418,3,974607639,M,18,5,41018,Thelma & Louise (1991),Action|Drama
171330,2643,1784,3,1031341869,M,45,17,99005,As Good As It Gets (1997),Comedy|Drama
412857,5023,1584,4,962682819,M,35,20,91505,Contact (1997),Drama|Sci-Fi
310541,331,1093,3,978884570,M,25,7,55902,"Doors, The (1991)",Drama|Musical
752699,533,2118,5,976208387,M,25,12,27514,"Dead Zone, The (1983)",Horror|Thriller
520220,2334,1135,4,974432986,F,56,7,01562,Private Benjamin (1980),Comedy
635279,4331,3638,4,965240853,M,35,6,45011,Moonraker (1979),Action|Romance|Sci-Fi
19650,1167,3105,3,974862775,F,50,1,55126,Awakenings (1990),Drama
947622,1587,3138,4,974737406,F,25,3,30308,Stealing Home (1988),Drama
911356,4956,615,4,962638857,M,35,15,77007,Bread and Chocolate (Pane e cioccolata) (1973),Drama
326126,5706,1101,4,958530559,M,18,17,08550,Top Gun (1986),Action|Romance
290203,707,3476,2,975542728,M,35,7,17740,Jacob's Ladder (1990),Horror|Mystery|Thriller
713334,245,2150,3,976736380,M,35,16,66046,"Gods Must Be Crazy, The (1980)",Comedy
733798,1015,1199,5,975035367,M,35,3,11220,Brazil (1985),Sci-Fi
514745,3420,2005,4,989596912,F,25,7,48105,"Goonies, The (1985)",Adventure|Children's|Fantasy
6022,310,1197,4,976483774,F,18,4,31207,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
209276,4096,2871,2,965419561,M,25,15,60004,Deliverance (1972),Adventure|Thriller
952575,442,101,4,978732026,M,25,1,55105,Bottle Rocket (1996),Comedy
339608,1661,266,3,974710631,M,35,7,80526,Legends of the Fall (1994),Drama|Romance|War|Western
156104,2164,1090,4,974616193,M,35,0,95826,Platoon (1986),Drama|War
270021,2822,2723,3,973170466,M,50,7,10003,Mystery Men (1999),Action|Adventure|Comedy
388990,4171,1673,5,965342315,M,56,16,79705,Boogie Nights (1997),Drama
10659,2878,594,5,972364384,F,50,20,88005,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
786865,5880,1713,2,957670626,M,25,1,08904,Mouse Hunt (1997),Children's|Comedy
567779,2777,3146,4,973729444,M,18,4,95326,Deuce Bigalow: Male Gigolo (1999),Comedy
133517,270,1198,4,976810513,M,50,14,55414,Raiders of the Lost Ark (1981),Action|Adventure
867843,3476,1018,2,968949582,M,50,0,44126,That Darn Cat! (1965),Children's|Comedy|Mystery
298221,2764,3260,5,973135865,M,25,7,91403,Howards End (1992),Drama
365969,5754,1411,4,958274121,F,18,1,60640,Hamlet (1996),Drama
941805,2544,936,4,978970922,M,45,1,52001,Ninotchka (1939),Comedy|Romance
594041,369,2567,3,976310554,M,35,1,55110,EDtv (1999),Comedy
954277,1057,458,4,974951725,M,45,17,73069,Geronimo: An American Legend (1993),Drama|Western
532017,5448,1073,4,959966485,M,45,19,60626,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
293005,5239,16,4,961444459,M,35,7,07043,Casino (1995),Drama|Thriller
163814,1181,1527,5,974854858,M,35,7,20716,"Fifth Element, The (1997)",Action|Sci-Fi
246074,1503,2560,2,974771234,M,25,12,92688,Ravenous (1999),Drama|Horror
981637,1673,1646,5,974961287,M,1,10,98043-3621,Rocket Man (1997),Comedy
491469,5996,1023,5,966275514,F,25,0,87114,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
955258,1164,715,4,1021670821,F,25,19,90020,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
106361,2607,1945,5,973728282,F,56,0,48178,On the Waterfront (1954),Crime|Drama
319841,238,34,5,976760830,F,50,7,90291,Babe (1995),Children's|Comedy|Drama
757771,1285,3707,4,975458828,M,35,4,98125,Nine 1/2 Weeks (1986),Drama
989823,438,3345,3,981603074,M,18,11,53705,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's
906316,3675,3328,4,966364993,M,35,7,06680,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
293198,1224,194,4,975248538,M,50,13,02125,Smoke (1995),Drama
32405,4879,1721,4,962768643,M,25,3,60626,Titanic (1997),Drama|Romance
75769,4980,1213,4,962597317,M,25,1,55403,GoodFellas (1990),Crime|Drama
130402,4203,1196,5,965321906,M,25,18,58270,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
861370,1099,1952,5,974924747,M,25,17,77059,Midnight Cowboy (1969),Drama
66590,2761,2628,3,973147968,M,35,6,80917,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
548881,1074,1234,5,974938729,M,45,17,48073,"Sting, The (1973)",Comedy|Crime
675383,1880,1126,1,974753686,M,35,0,91006,Drop Dead Fred (1991),Comedy|Fantasy
19644,1128,3105,3,974904762,M,25,1,72701,Awakenings (1990),Drama
138416,5841,593,5,957822525,F,35,7,10024,"Silence of the Lambs, The (1991)",Drama|Thriller
767838,2334,236,3,974429521,F,56,7,01562,French Kiss (1995),Comedy|Romance
3803,3619,3408,4,966583885,M,50,16,97116,Erin Brockovich (2000),Drama
235356,323,3793,2,976974902,M,45,12,53716,X-Men (2000),Action|Sci-Fi
617754,940,2394,2,975175798,M,1,10,76240,"Prince of Egypt, The (1998)",Animation|Musical
78731,5831,2881,4,965625622,M,25,1,92120,Double Jeopardy (1999),Action|Thriller
805729,1837,3949,3,993143480,M,25,2,08817,Requiem for a Dream (2000),Drama
267164,4458,3163,2,965074842,F,25,4,15701-2017,Topsy-Turvy (1999),Drama
770441,2024,252,3,974673543,M,1,19,06614,I.Q. (1994),Comedy|Romance
455726,1941,2087,4,974853556,M,35,17,94550,Peter Pan (1953),Animation|Children's|Fantasy|Musical
641686,3715,1206,4,966265721,M,18,5,55428,"Clockwork Orange, A (1971)",Sci-Fi
646687,3012,2455,5,970598186,M,25,12,78660,"Fly, The (1986)",Horror|Sci-Fi
947691,2857,2368,1,972506050,M,25,0,10469,King Kong Lives (1986),Action|Adventure|Horror
800228,1301,1208,3,974790161,F,25,2,10475,Apocalypse Now (1979),Drama|War
667987,499,1956,4,976217509,F,25,1,55108,Ordinary People (1980),Drama
283864,4647,1500,5,963965678,M,35,20,80222,Grosse Pointe Blank (1997),Comedy|Crime
704773,3080,1219,5,976306894,M,25,20,55410,Psycho (1960),Horror|Thriller
593075,1690,3798,4,974714466,M,35,16,98029,What Lies Beneath (2000),Thriller
532414,4461,3688,5,965072486,M,25,20,81101,Porky's (1981),Comedy
56174,3353,3114,5,968127514,M,35,17,92688,Toy Story 2 (1999),Animation|Children's|Comedy
182632,2348,3421,4,974411176,M,50,12,06082,Animal House (1978),Comedy
284746,2744,2959,5,973215580,M,18,17,53818,Fight Club (1999),Drama
899162,1203,365,4,998232743,F,25,1,06417,Little Buddha (1993),Drama
609781,1173,1487,4,974859428,F,25,7,10019,Selena (1997),Drama|Musical
662890,5423,2739,5,960149226,F,50,5,60714,"Color Purple, The (1985)",Drama
916167,1601,3317,4,974731959,M,25,12,83001,Wonder Boys (2000),Comedy|Drama
390507,1855,2699,2,974785406,M,18,4,93004,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
727450,2840,3835,2,972570536,M,25,0,60660,"Crush, The (1993)",Thriller
290235,985,3476,4,975099566,M,25,4,32608,Jacob's Ladder (1990),Horror|Mystery|Thriller
261430,5015,1485,4,962594939,M,35,6,92672,Liar Liar (1997),Comedy
822069,438,1017,3,981602575,M,18,11,53705,Swiss Family Robinson (1960),Adventure|Children's
550616,4289,1091,4,965275892,M,35,14,32068,Weekend at Bernie's (1989),Comedy
539410,3157,1220,5,968885050,M,25,12,92880,"Blues Brothers, The (1980)",Action|Comedy|Musical
851988,2507,46,3,974082616,M,25,4,94107,How to Make an American Quilt (1995),Drama|Romance
295120,6036,1513,3,956710117,F,25,15,32603,Romy and Michele's High School Reunion (1997),Comedy
845883,6016,3480,3,956959191,M,45,1,37209,Lucas (1986),Drama
600919,1912,1883,2,974830639,M,25,4,91325,Bulworth (1998),Comedy
977430,2909,3715,4,1009400301,M,25,7,43228,Burglar (1987),Comedy
679628,3726,546,2,966228935,M,25,17,92882,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
591889,787,2485,2,975430395,M,18,4,77802,She's All That (1999),Comedy|Romance
534037,5234,541,5,962896073,F,25,0,60657,Blade Runner (1982),Film-Noir|Sci-Fi
599170,2664,3535,1,973454898,M,35,7,52402,American Psycho (2000),Comedy|Horror|Thriller
931204,2210,3783,4,1014258412,M,45,17,88005-4313,Croupier (1998),Crime|Drama
314274,4220,1747,5,966455740,M,35,0,97225,Wag the Dog (1997),Comedy|Drama
727559,5788,3835,1,968553069,M,25,0,92646,"Crush, The (1993)",Thriller
252585,136,1191,4,977424209,M,18,2,21202,Madonna: Truth or Dare (1991),Documentary
69815,4571,2916,3,964468435,M,35,7,21013,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
918779,4090,2819,4,965426674,M,56,6,77379,Three Days of the Condor (1975),Thriller
87343,3363,368,2,978226029,F,35,9,04046,Maverick (1994),Action|Comedy|Western
742078,5779,2176,5,958159735,M,25,5,10011,Rope (1948),Thriller
855391,3963,3412,4,1018672588,M,50,20,30030,"Bear, The (1988)",Adventure
769968,3695,1285,5,966303797,M,25,2,98502,Heathers (1989),Comedy
341995,5250,1088,5,961351760,M,50,6,01545,Dirty Dancing (1987),Musical|Romance
133630,529,1198,5,977449302,M,35,12,92009,Raiders of the Lost Ark (1981),Action|Adventure
104179,4793,589,3,963434441,F,25,6,48108,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
597644,3058,2581,2,970073015,M,18,12,55123,Never Been Kissed (1999),Comedy|Romance
352854,2730,1221,5,973262641,M,35,11,48640,"Godfather: Part II, The (1974)",Action|Crime|Drama
493198,3679,2405,3,966360760,M,25,4,68108,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
669377,5782,3705,4,961785482,F,35,0,55459,Bird on a Wire (1990),Action|Adventure|Romance|Thriller
277687,2050,3176,2,975523059,F,35,3,99504,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
